date,sector,business_type,estimated_transactions,estimated_revenue
2026-03-04,Market Street,Services,73,87600
2026-03-04,Market Street,Grocery,244,146400
2026-03-04,Market Street,Food & Beverage,273,95550
2026-03-04,Tech Park,Healthcare,72,108000
2026-03-04,Tech Park,Entertainment,134,67000
2026-03-04,Tech Park,Services,80,96000
2026-03-04,Tech Park,Retail,173,138400
2026-03-04,Old Town,Entertainment,65,32500
2026-03-04,Old Town,Grocery,147,88200
2026-03-04,Old Town,Retail,81,64800
2026-03-04,Old Town,Services,54,64800
2026-03-04,Old Town,Food & Beverage,135,47250
2026-03-04,Old Town,Healthcare,33,49500
2026-03-04,Riverside,Food & Beverage,135,47250
2026-03-04,Riverside,Healthcare,24,36000
2026-03-04,Riverside,Grocery,85,51000
2026-03-04,Riverside,Retail,69,55200
2026-03-04,Riverside,Services,37,44400
2026-03-04,College Road,Retail,184,147200
2026-03-04,College Road,Grocery,202,121200
2026-03-04,College Road,Entertainment,149,74500
2026-03-04,College Road,Services,68,81600
2026-03-04,College Road,Food & Beverage,275,96250
2026-03-04,College Road,Healthcare,55,82500
2026-03-04,Industrial Zone,Entertainment,61,30500
2026-03-04,Industrial Zone,Retail,72,57600
2026-03-04,Industrial Zone,Services,33,39600
2026-03-04,Industrial Zone,Healthcare,21,31500
2026-03-04,Industrial Zone,Food & Beverage,123,43050
2026-03-04,Industrial Zone,Grocery,96,57600
2026-03-04,Central Mall,Healthcare,65,97500
2026-03-04,Central Mall,Retail,200,160000
2026-03-04,Central Mall,Entertainment,179,89500
2026-03-04,Central Mall,Grocery,265,159000
2026-03-04,Station Area,Grocery,239,143400
2026-03-04,Station Area,Retail,220,176000
2026-03-04,Station Area,Food & Beverage,259,90650
2026-03-04,Station Area,Entertainment,118,59000
2026-03-05,Market Street,Retail,193,154400
2026-03-05,Market Street,Healthcare,55,82500
2026-03-05,Market Street,Entertainment,139,69500
2026-03-05,Market Street,Services,88,105600
2026-03-05,Market Street,Grocery,233,139800
2026-03-05,Market Street,Food & Beverage,347,121450
2026-03-05,Tech Park,Healthcare,63,94500
2026-03-05,Tech Park,Entertainment,154,77000
2026-03-05,Tech Park,Services,81,97200
2026-03-05,Tech Park,Retail,157,125600
2026-03-05,Old Town,Entertainment,60,30000
2026-03-05,Old Town,Grocery,128,76800
2026-03-05,Old Town,Retail,115,92000
2026-03-05,Old Town,Services,58,69600
2026-03-05,Old Town,Food & Beverage,171,59850
2026-03-05,Old Town,Healthcare,34,51000
2026-03-05,Riverside,Food & Beverage,113,39550
2026-03-05,Riverside,Healthcare,24,36000
2026-03-05,Riverside,Grocery,105,63000
2026-03-05,Riverside,Retail,61,48800
2026-03-05,Riverside,Services,40,48000
2026-03-05,College Road,Retail,180,144000
2026-03-05,College Road,Grocery,210,126000
2026-03-05,College Road,Entertainment,140,70000
2026-03-05,College Road,Services,112,134400
2026-03-05,College Road,Food & Beverage,271,94850
2026-03-05,College Road,Healthcare,57,85500
2026-03-05,Industrial Zone,Entertainment,43,21500
2026-03-05,Industrial Zone,Retail,60,48000
2026-03-05,Industrial Zone,Services,32,38400
2026-03-05,Industrial Zone,Healthcare,20,30000
2026-03-05,Industrial Zone,Food & Beverage,88,30800
2026-03-05,Industrial Zone,Grocery,80,48000
2026-03-05,Central Mall,Healthcare,92,138000
2026-03-05,Central Mall,Retail,252,201600
2026-03-05,Central Mall,Entertainment,212,106000
2026-03-05,Central Mall,Grocery,314,188400
2026-03-05,Station Area,Grocery,247,148200
2026-03-05,Station Area,Retail,177,141600
2026-03-05,Station Area,Food & Beverage,260,91000
2026-03-05,Station Area,Entertainment,142,71000
2026-03-06,Market Street,Retail,167,133600
2026-03-06,Market Street,Healthcare,58,87000
2026-03-06,Market Street,Entertainment,151,75500
2026-03-06,Market Street,Services,102,122400
2026-03-06,Market Street,Grocery,218,130800
2026-03-06,Market Street,Food & Beverage,342,119700
2026-03-06,Tech Park,Healthcare,60,90000
2026-03-06,Tech Park,Entertainment,127,63500
2026-03-06,Tech Park,Services,77,92400
2026-03-06,Tech Park,Retail,168,134400
2026-03-06,Old Town,Entertainment,80,40000
2026-03-06,Old Town,Grocery,142,85200
2026-03-06,Old Town,Retail,101,80800
2026-03-06,Old Town,Services,44,52800
2026-03-06,Old Town,Food & Beverage,168,58800
2026-03-06,Old Town,Healthcare,34,51000
2026-03-06,Riverside,Food & Beverage,148,51800
2026-03-06,Riverside,Healthcare,25,37500
2026-03-06,Riverside,Grocery,130,78000
2026-03-06,Riverside,Retail,67,53600
2026-03-06,Riverside,Services,50,60000
2026-03-06,College Road,Retail,167,133600
2026-03-06,College Road,Grocery,247,148200
2026-03-06,College Road,Entertainment,137,68500
2026-03-06,College Road,Services,101,121200
2026-03-06,College Road,Food & Beverage,273,95550
2026-03-06,College Road,Healthcare,50,75000
2026-03-06,Industrial Zone,Entertainment,53,26500
2026-03-06,Industrial Zone,Retail,57,45600
2026-03-06,Industrial Zone,Services,31,37200
2026-03-06,Industrial Zone,Healthcare,21,31500
2026-03-06,Industrial Zone,Food & Beverage,86,30100
2026-03-06,Industrial Zone,Grocery,82,49200
2026-03-06,Central Mall,Healthcare,74,111000
2026-03-06,Central Mall,Retail,235,188000
2026-03-06,Central Mall,Entertainment,192,96000
2026-03-06,Central Mall,Grocery,270,162000
2026-03-06,Station Area,Grocery,226,135600
2026-03-06,Station Area,Retail,209,167200
2026-03-06,Station Area,Food & Beverage,334,116900
2026-03-06,Station Area,Entertainment,146,73000
2026-03-07,Market Street,Retail,235,188000
2026-03-07,Market Street,Healthcare,74,111000
2026-03-07,Market Street,Entertainment,209,104500
2026-03-07,Market Street,Services,120,144000
2026-03-07,Market Street,Grocery,313,187800
2026-03-07,Market Street,Food & Beverage,427,149450
2026-03-07,Tech Park,Healthcare,45,67500
2026-03-07,Tech Park,Entertainment,137,68500
2026-03-07,Tech Park,Services,67,80400
2026-03-07,Tech Park,Retail,172,137600
2026-03-07,Old Town,Entertainment,112,56000
2026-03-07,Old Town,Grocery,190,114000
2026-03-07,Old Town,Retail,118,94400
2026-03-07,Old Town,Services,74,88800
2026-03-07,Old Town,Food & Beverage,219,76650
2026-03-07,Old Town,Healthcare,45,67500
2026-03-07,Riverside,Food & Beverage,190,66500
2026-03-07,Riverside,Healthcare,42,63000
2026-03-07,Riverside,Grocery,157,94200
2026-03-07,Riverside,Retail,119,95200
2026-03-07,Riverside,Services,54,64800
2026-03-07,College Road,Retail,108,86400
2026-03-07,College Road,Grocery,186,111600
2026-03-07,College Road,Entertainment,87,43500
2026-03-07,College Road,Services,73,87600
2026-03-07,College Road,Food & Beverage,192,67200
2026-03-07,College Road,Healthcare,39,58500
2026-03-07,Industrial Zone,Entertainment,47,23500
2026-03-07,Industrial Zone,Retail,60,48000
2026-03-07,Industrial Zone,Services,28,33600
2026-03-07,Industrial Zone,Healthcare,17,25500
2026-03-07,Industrial Zone,Food & Beverage,89,31150
2026-03-07,Industrial Zone,Grocery,74,44400
2026-03-07,Central Mall,Healthcare,104,156000
2026-03-07,Central Mall,Retail,288,230400
2026-03-07,Central Mall,Entertainment,245,122500
2026-03-07,Central Mall,Grocery,448,268800
2026-03-07,Station Area,Grocery,241,144600
2026-03-07,Station Area,Retail,180,144000
2026-03-07,Station Area,Food & Beverage,246,86100
2026-03-07,Station Area,Entertainment,102,51000
2026-03-08,Market Street,Retail,281,224800
2026-03-08,Market Street,Healthcare,89,133500
2026-03-08,Market Street,Entertainment,205,102500
2026-03-08,Market Street,Services,148,177600
2026-03-08,Market Street,Grocery,359,215400
2026-03-08,Market Street,Food & Beverage,503,176050
2026-03-08,Tech Park,Healthcare,44,66000
2026-03-08,Tech Park,Entertainment,97,48500
2026-03-08,Tech Park,Services,77,92400
2026-03-08,Tech Park,Retail,129,103200
2026-03-08,Old Town,Entertainment,137,68500
2026-03-08,Old Town,Grocery,206,123600
2026-03-08,Old Town,Retail,152,121600
2026-03-08,Old Town,Services,87,104400
2026-03-08,Old Town,Food & Beverage,271,94850
2026-03-08,Old Town,Healthcare,56,84000
2026-03-08,Riverside,Food & Beverage,155,54250
2026-03-08,Riverside,Healthcare,26,39000
2026-03-08,Riverside,Grocery,122,73200
2026-03-08,Riverside,Retail,103,82400
2026-03-08,Riverside,Services,49,58800
2026-03-08,College Road,Retail,122,97600
2026-03-08,College Road,Grocery,184,110400
2026-03-08,College Road,Entertainment,93,46500
2026-03-08,College Road,Services,56,67200
2026-03-08,College Road,Food & Beverage,206,72100
2026-03-08,College Road,Healthcare,39,58500
2026-03-08,Industrial Zone,Entertainment,41,20500
2026-03-08,Industrial Zone,Retail,56,44800
2026-03-08,Industrial Zone,Services,31,37200
2026-03-08,Industrial Zone,Healthcare,19,28500
2026-03-08,Industrial Zone,Food & Beverage,98,34300
2026-03-08,Industrial Zone,Grocery,90,54000
2026-03-08,Central Mall,Healthcare,101,151500
2026-03-08,Central Mall,Retail,323,258400
2026-03-08,Central Mall,Entertainment,239,119500
2026-03-08,Central Mall,Grocery,384,230400
2026-03-08,Station Area,Grocery,219,131400
2026-03-08,Station Area,Retail,166,132800
2026-03-08,Station Area,Food & Beverage,301,105350
2026-03-08,Station Area,Entertainment,172,86000
2026-03-09,Market Street,Retail,164,131200
2026-03-09,Market Street,Healthcare,56,84000
2026-03-09,Market Street,Entertainment,140,70000
2026-03-09,Market Street,Services,98,117600
2026-03-09,Market Street,Grocery,242,145200
2026-03-09,Market Street,Food & Beverage,332,116200
2026-03-09,Tech Park,Healthcare,45,67500
2026-03-09,Tech Park,Entertainment,109,54500
2026-03-09,Tech Park,Services,91,109200
2026-03-09,Tech Park,Retail,199,159200
2026-03-09,Old Town,Entertainment,80,40000
2026-03-09,Old Town,Grocery,111,66600
2026-03-09,Old Town,Retail,126,100800
2026-03-09,Old Town,Services,65,78000
2026-03-09,Old Town,Food & Beverage,177,61950
2026-03-09,Old Town,Healthcare,35,52500
2026-03-09,Riverside,Food & Beverage,113,39550
2026-03-09,Riverside,Healthcare,25,37500
2026-03-09,Riverside,Grocery,94,56400
2026-03-09,Riverside,Retail,79,63200
2026-03-09,Riverside,Services,28,33600
2026-03-09,College Road,Retail,160,128000
2026-03-09,College Road,Grocery,207,124200
2026-03-09,College Road,Entertainment,136,68000
2026-03-09,College Road,Services,88,105600
2026-03-09,College Road,Food & Beverage,316,110600
2026-03-09,College Road,Healthcare,47,70500
2026-03-09,Industrial Zone,Entertainment,46,23000
2026-03-09,Industrial Zone,Retail,60,48000
2026-03-09,Industrial Zone,Services,36,43200
2026-03-09,Industrial Zone,Healthcare,18,27000
2026-03-09,Industrial Zone,Food & Beverage,99,34650
2026-03-09,Industrial Zone,Grocery,62,37200
2026-03-09,Central Mall,Healthcare,62,93000
2026-03-09,Central Mall,Retail,268,214400
2026-03-09,Central Mall,Entertainment,197,98500
2026-03-09,Central Mall,Grocery,368,220800
2026-03-09,Station Area,Grocery,223,133800
2026-03-09,Station Area,Retail,204,163200
2026-03-09,Station Area,Food & Beverage,384,134400
2026-03-09,Station Area,Entertainment,161,80500
2026-03-10,Market Street,Retail,156,124800
2026-03-10,Market Street,Healthcare,50,75000
2026-03-10,Market Street,Entertainment,102,51000
2026-03-10,Market Street,Services,92,110400
2026-03-10,Market Street,Grocery,190,114000
2026-03-10,Market Street,Food & Beverage,267,93450
2026-03-10,Tech Park,Healthcare,48,72000
2026-03-10,Tech Park,Entertainment,122,61000
2026-03-10,Tech Park,Services,105,126000
2026-03-10,Tech Park,Retail,167,133600
2026-03-10,Old Town,Entertainment,106,53000
2026-03-10,Old Town,Grocery,153,91800
2026-03-10,Old Town,Retail,94,75200
2026-03-10,Old Town,Services,67,80400
2026-03-10,Old Town,Food & Beverage,181,63350
2026-03-10,Old Town,Healthcare,41,61500
2026-03-10,Riverside,Food & Beverage,130,45500
2026-03-10,Riverside,Healthcare,21,31500
2026-03-10,Riverside,Grocery,105,63000
2026-03-10,Riverside,Retail,94,75200
2026-03-10,Riverside,Services,43,51600
2026-03-10,College Road,Retail,168,134400
2026-03-10,College Road,Grocery,250,150000
2026-03-10,College Road,Entertainment,138,69000
2026-03-10,College Road,Services,92,110400
2026-03-10,College Road,Food & Beverage,251,87850
2026-03-10,College Road,Healthcare,57,85500
2026-03-10,Industrial Zone,Entertainment,53,26500
2026-03-10,Industrial Zone,Retail,55,44000
2026-03-10,Industrial Zone,Services,36,43200
2026-03-10,Industrial Zone,Healthcare,19,28500
2026-03-10,Industrial Zone,Food & Beverage,91,31850
2026-03-10,Industrial Zone,Grocery,88,52800
2026-03-10,Central Mall,Healthcare,77,115500
2026-03-10,Central Mall,Retail,257,205600
2026-03-10,Central Mall,Entertainment,185,92500
2026-03-10,Central Mall,Grocery,317,190200
2026-03-10,Station Area,Grocery,240,144000
2026-03-10,Station Area,Retail,177,141600
2026-03-10,Station Area,Food & Beverage,229,80150
2026-03-10,Station Area,Entertainment,122,61000
2026-03-11,Market Street,Retail,227,181600
2026-03-11,Market Street,Healthcare,68,102000
2026-03-11,Market Street,Entertainment,157,78500
2026-03-11,Market Street,Services,95,114000
2026-03-11,Market Street,Grocery,247,148200
2026-03-11,Market Street,Food & Beverage,276,96600
2026-03-11,Tech Park,Healthcare,62,93000
2026-03-11,Tech Park,Entertainment,142,71000
2026-03-11,Tech Park,Services,91,109200
2026-03-11,Tech Park,Retail,188,150400
2026-03-11,Old Town,Entertainment,94,47000
2026-03-11,Old Town,Grocery,183,109800
2026-03-11,Old Town,Retail,96,76800
2026-03-11,Old Town,Services,67,80400
2026-03-11,Old Town,Food & Beverage,208,72800
2026-03-11,Old Town,Healthcare,35,52500
2026-03-11,Riverside,Food & Beverage,130,45500
2026-03-11,Riverside,Healthcare,24,36000
2026-03-11,Riverside,Grocery,104,62400
2026-03-11,Riverside,Retail,88,70400
2026-03-11,Riverside,Services,43,51600
2026-03-11,College Road,Retail,166,132800
2026-03-11,College Road,Grocery,202,121200
2026-03-11,College Road,Entertainment,107,53500
2026-03-11,College Road,Services,82,98400
2026-03-11,College Road,Food & Beverage,295,103250
2026-03-11,College Road,Healthcare,44,66000
2026-03-11,Industrial Zone,Entertainment,43,21500
2026-03-11,Industrial Zone,Retail,61,48800
2026-03-11,Industrial Zone,Services,29,34800
2026-03-11,Industrial Zone,Healthcare,18,27000
2026-03-11,Industrial Zone,Food & Beverage,97,33950
2026-03-11,Industrial Zone,Grocery,70,42000
2026-03-11,Central Mall,Healthcare,73,109500
2026-03-11,Central Mall,Retail,262,209600
2026-03-11,Central Mall,Entertainment,170,85000
2026-03-11,Central Mall,Grocery,274,164400
2026-03-11,Station Area,Grocery,210,126000
2026-03-11,Station Area,Retail,180,144000
2026-03-11,Station Area,Food & Beverage,275,96250
2026-03-11,Station Area,Entertainment,128,64000
2026-03-12,Market Street,Retail,195,156000
2026-03-12,Market Street,Healthcare,53,79500
2026-03-12,Market Street,Entertainment,163,81500
2026-03-12,Market Street,Services,107,128400
2026-03-12,Market Street,Grocery,249,149400
2026-03-12,Market Street,Food & Beverage,357,124950
2026-03-12,Tech Park,Healthcare,64,96000
2026-03-12,Tech Park,Entertainment,192,96000
2026-03-12,Tech Park,Services,117,140400
2026-03-12,Tech Park,Retail,209,167200
2026-03-12,Old Town,Entertainment,28,14000
2026-03-12,Old Town,Grocery,47,28200
2026-03-12,Old Town,Retail,40,32000
2026-03-12,Old Town,Services,17,20400
2026-03-12,Old Town,Food & Beverage,55,19250
2026-03-12,Old Town,Healthcare,13,19500
2026-03-12,Riverside,Food & Beverage,121,42350
2026-03-12,Riverside,Healthcare,28,42000
2026-03-12,Riverside,Grocery,120,72000
2026-03-12,Riverside,Retail,74,59200
2026-03-12,Riverside,Services,44,52800
2026-03-12,College Road,Retail,160,128000
2026-03-12,College Road,Grocery,259,155400
2026-03-12,College Road,Entertainment,147,73500
2026-03-12,College Road,Services,101,121200
2026-03-12,College Road,Food & Beverage,282,98700
2026-03-12,College Road,Healthcare,50,75000
2026-03-12,Industrial Zone,Entertainment,51,25500
2026-03-12,Industrial Zone,Retail,48,38400
2026-03-12,Industrial Zone,Services,31,37200
2026-03-12,Industrial Zone,Healthcare,22,33000
2026-03-12,Industrial Zone,Food & Beverage,104,36400
2026-03-12,Industrial Zone,Grocery,97,58200
2026-03-12,Central Mall,Healthcare,73,109500
2026-03-12,Central Mall,Retail,186,148800
2026-03-12,Central Mall,Entertainment,159,79500
2026-03-12,Central Mall,Grocery,264,158400
2026-03-12,Station Area,Grocery,180,108000
2026-03-12,Station Area,Retail,145,116000
2026-03-12,Station Area,Food & Beverage,252,88200
2026-03-12,Station Area,Entertainment,102,51000
2026-03-13,Market Street,Retail,162,129600
2026-03-13,Market Street,Healthcare,52,78000
2026-03-13,Market Street,Entertainment,107,53500
2026-03-13,Market Street,Services,89,106800
2026-03-13,Market Street,Grocery,231,138600
2026-03-13,Market Street,Food & Beverage,276,96600
2026-03-13,Tech Park,Healthcare,58,87000
2026-03-13,Tech Park,Entertainment,153,76500
2026-03-13,Tech Park,Services,102,122400
2026-03-13,Tech Park,Retail,186,148800
2026-03-13,Old Town,Entertainment,28,14000
2026-03-13,Old Town,Grocery,54,32400
2026-03-13,Old Town,Retail,44,35200
2026-03-13,Old Town,Services,19,22800
2026-03-13,Old Town,Food & Beverage,79,27650
2026-03-13,Old Town,Healthcare,12,18000
2026-03-13,Riverside,Food & Beverage,150,52500
2026-03-13,Riverside,Healthcare,27,40500
2026-03-13,Riverside,Grocery,122,73200
2026-03-13,Riverside,Retail,74,59200
2026-03-13,Riverside,Services,45,54000
2026-03-13,College Road,Retail,150,120000
2026-03-13,College Road,Grocery,229,137400
2026-03-13,College Road,Entertainment,149,74500
2026-03-13,College Road,Services,96,115200
2026-03-13,College Road,Food & Beverage,215,75250
2026-03-13,College Road,Healthcare,68,102000
2026-03-13,Industrial Zone,Entertainment,51,25500
2026-03-13,Industrial Zone,Retail,57,45600
2026-03-13,Industrial Zone,Services,33,39600
2026-03-13,Industrial Zone,Healthcare,21,31500
2026-03-13,Industrial Zone,Food & Beverage,97,33950
2026-03-13,Industrial Zone,Grocery,84,50400
2026-03-13,Central Mall,Healthcare,79,118500
2026-03-13,Central Mall,Retail,243,194400
2026-03-13,Central Mall,Entertainment,189,94500
2026-03-13,Central Mall,Grocery,290,174000
2026-03-13,Station Area,Grocery,194,116400
2026-03-13,Station Area,Retail,152,121600
2026-03-13,Station Area,Food & Beverage,251,87850
2026-03-13,Station Area,Entertainment,124,62000
2026-03-14,Market Street,Retail,280,224000
2026-03-14,Market Street,Healthcare,85,127500
2026-03-14,Market Street,Entertainment,235,117500
2026-03-14,Market Street,Services,125,150000
2026-03-14,Market Street,Grocery,330,198000
